Province_State,Country_Region,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key
Michigan,US,42.25190229,-86.01939087,2606,35,0,2571,"Van Buren, Michigan, US"
Michigan,US,42.253105,-83.83853204,9263,130,0,9133,"Washtenaw, Michigan, US"
Michigan,US,42.28098405,-83.281255,59905,3189,0,56716,"Wayne, Michigan, US"
Michigan,US,44.33853602,-85.57712739,551,13,0,538,"Wexford, Michigan, US"
Minnesota,US,46.60962049,-93.4116826,698,26,0,672,"Aitkin, Minnesota, US"
Minnesota,US,45.27476015,-93.24604565,20522,218,0,20304,"Anoka, Minnesota, US"
Minnesota,US,46.93479392,-95.67158144,1875,12,0,1863,"Becker, Minnesota, US"
Minnesota,US,47.97373527,-94.93732139,1946,15,0,1931,"Beltrami, Minnesota, US"
Minnesota,US,45.69804958,-93.99514135,2786,42,0,2744,"Benton, Minnesota, US"
Minnesota,US,45.42712824,-96.41403739,284,1,0,283,"Big Stone, Minnesota, US"
Minnesota,US,44.03554215,-94.06699781,3871,12,0,3859,"Blue Earth, Minnesota, US"
Minnesota,US,44.24205652,-94.72562874,1250,11,0,1239,"Brown, Minnesota, US"
Minnesota,US,46.59180601,-92.67601019,1657,10,0,1647,"Carlton, Minnesota, US"
Minnesota,US,44.82017001,-93.8009918,4322,13,0,4309,"Carver, Minnesota, US"
Minnesota,US,46.95043611,-94.32603968,1284,9,0,1275,"Cass, Minnesota, US"
Minnesota,US,45.02343421,-95.56403693,805,7,0,798,"Chippewa, Minnesota, US"
Minnesota,US,45.5021011,-92.90861945,2935,8,0,2927,"Chisago, Minnesota, US"
Minnesota,US,46.89289518,-96.48761922,4638,56,0,4582,"Clay, Minnesota, US"
Minnesota,US,47.57992111,-95.37790562,453,6,0,447,"Clearwater, Minnesota, US"
Minnesota,US,47.90504893,-90.52629546,60,0,0,60,"Cook, Minnesota, US"
Minnesota,US,44.00715262,-95.18138802,768,2,0,766,"Cottonwood, Minnesota, US"
Minnesota,US,46.48096553,-94.06755609,3346,31,0,3315,"Crow Wing, Minnesota, US"
Minnesota,US,44.67172617,-93.06299363,20096,183,0,19913,"Dakota, Minnesota, US"
Minnesota,US,44.02238415,-92.86244324,806,0,0,806,"Dodge, Minnesota, US"
Minnesota,US,45.93348491,-95.45335469,2376,31,0,2345,"Douglas, Minnesota, US"
Minnesota,US,43.67381499,-93.94787458,508,1,0,507,"Faribault, Minnesota, US"
Minnesota,US,43.67394126,-92.08980382,632,0,0,632,"Fillmore, Minnesota, US"
Minnesota,US,43.67385583,-93.34884422,1446,5,0,1441,"Freeborn, Minnesota, US"
Minnesota,US,44.40849741,-92.7234195,1857,27,0,1830,"Goodhue, Minnesota, US"
Minnesota,US,45.93424769,-96.01139609,251,6,0,245,"Grant, Minnesota, US"
Minnesota,US,45.00761521,-93.47694895,61651,1100,0,60551,"Hennepin, Minnesota, US"
Minnesota,US,43.67129565,-91.49143057,642,2,0,640,"Houston, Minnesota, US"
Minnesota,US,47.10778564,-94.91693868,1038,22,0,1016,"Hubbard, Minnesota, US"
Minnesota,US,45.56181234,-93.29487636,1743,16,0,1727,"Isanti, Minnesota, US"
Minnesota,US,47.51009045,-93.63092229,1761,24,0,1737,"Itasca, Minnesota, US"
Minnesota,US,43.67423373,-95.15398258,436,1,0,435,"Jackson, Minnesota, US"
Minnesota,US,45.9459309,-93.29275192,549,12,0,537,"Kanabec, Minnesota, US"
Minnesota,US,45.1526059,-95.00586446,3738,19,0,3719,"Kandiyohi, Minnesota, US"
Minnesota,US,48.77754106,-96.78317184,191,7,0,184,"Kittson, Minnesota, US"
Minnesota,US,48.24539665,-93.78352843,353,5,0,348,"Koochiching, Minnesota, US"
Minnesota,US,44.9973857,-96.17488219,338,3,0,335,"Lac qui Parle, Minnesota, US"
Minnesota,US,47.64270764,-91.44557998,381,6,0,375,"Lake, Minnesota, US"
Minnesota,US,48.77217001,-94.90274472,93,1,0,92,"Lake of the Woods, Minnesota, US"
Minnesota,US,44.37136597,-93.72844721,1381,10,0,1371,"Le Sueur, Minnesota, US"
Minnesota,US,44.41311883,-96.26688165,317,1,0,316,"Lincoln, Minnesota, US"
Minnesota,US,44.41327865,-95.83806103,2019,11,0,2008,"Lyon, Minnesota, US"
Minnesota,US,47.32557075,-95.80921485,270,4,0,266,"Mahnomen, Minnesota, US"
Minnesota,US,48.35825983,-96.37017407,443,8,0,435,"Marshall, Minnesota, US"
Minnesota,US,43.67429718,-94.55099908,1019,20,0,999,"Martin, Minnesota, US"
Minnesota,US,44.82367677,-94.27287017,1956,10,0,1946,"McLeod, Minnesota, US"
Minnesota,US,45.12328869,-94.52839455,1130,8,0,1122,"Meeker, Minnesota, US"
Minnesota,US,45.93705297,-93.63236823,1416,30,0,1386,"Mille Lacs, Minnesota, US"
Minnesota,US,46.01265363,-94.27341528,2195,24,0,2171,"Morrison, Minnesota, US"
Minnesota,US,43.67142874,-92.75234549,2413,23,0,2390,"Mower, Minnesota, US"
Minnesota,US,44.02216709,-95.76328482,549,3,0,546,"Murray, Minnesota, US"
Minnesota,US,44.35291112,-94.24710352,1508,23,0,1485,"Nicollet, Minnesota, US"
Minnesota,US,43.67434621,-95.75329576,2987,29,0,2958,"Nobles, Minnesota, US"
Minnesota,US,47.32628443,-96.45620947,322,7,0,315,"Norman, Minnesota, US"
Minnesota,US,44.00374114,-92.40209944,6261,34,0,6227,"Olmsted, Minnesota, US"
Minnesota,US,46.40846929,-95.70835255,2828,18,0,2810,"Otter Tail, Minnesota, US"
Minnesota,US,48.06642577,-96.0370814,585,6,0,579,"Pennington, Minnesota, US"
Minnesota,US,46.12105238,-92.74070188,1245,8,0,1237,"Pine, Minnesota, US"
Minnesota,US,44.02301619,-96.25841142,678,18,0,660,"Pipestone, Minnesota, US"
Minnesota,US,47.77372465,-96.40134647,2344,23,0,2321,"Polk, Minnesota, US"
Minnesota,US,45.58606667,-95.44451209,499,0,0,499,"Pope, Minnesota, US"
Minnesota,US,45.01625271,-93.09872295,25903,487,0,25416,"Ramsey, Minnesota, US"
Minnesota,US,47.87197525,-96.09561104,203,3,0,200,"Red Lake, Minnesota, US"
Minnesota,US,44.40555844,-95.25207021,837,18,0,819,"Redwood, Minnesota, US"
Minnesota,US,44.72836381,-94.94553734,751,19,0,732,"Renville, Minnesota, US"
Minnesota,US,44.3543376,-93.29658715,3860,33,0,3827,"Rice, Minnesota, US"
Minnesota,US,43.67482683,-96.25296832,682,9,0,673,"Rock, Minnesota, US"
Minnesota,US,48.77501878,-95.81079919,1050,3,0,1047,"Roseau, Minnesota, US"
Minnesota,US,44.6490231,-93.53340251,7827,54,0,7773,"Scott, Minnesota, US"
Minnesota,US,45.44447208,-93.77617511,5386,40,0,5346,"Sherburne, Minnesota, US"
Minnesota,US,44.5796592,-94.23164924,741,4,0,737,"Sibley, Minnesota, US"
Minnesota,US,47.6048407,-92.46879855,7935,101,0,7834,"St. Louis, Minnesota, US"
Minnesota,US,45.55192576,-94.61078221,12910,98,0,12812,"Stearns, Minnesota, US"
Minnesota,US,44.02240351,-93.22627088,1782,6,0,1776,"Steele, Minnesota, US"
Minnesota,US,45.58613007,-96.00163705,464,3,0,461,"Stevens, Minnesota, US"
Minnesota,US,45.2829032,-95.68264092,536,6,0,530,"Swift, Minnesota, US"
Minnesota,US,46.06996226,-94.89785296,1716,12,0,1704,"Todd, Minnesota, US"
Minnesota,US,45.77298854,-96.47062949,136,0,0,136,"Traverse, Minnesota, US"
Minnesota,US,,,387,59,0,328,"Unassigned, Minnesota, US"
Minnesota,US,44.28424356,-92.23121312,961,1,0,960,"Wabasha, Minnesota, US"
Minnesota,US,46.58589171,-94.96968506,737,6,0,731,"Wadena, Minnesota, US"
Minnesota,US,44.02211116,-93.58720034,1340,11,0,1329,"Waseca, Minnesota, US"
Minnesota,US,45.03864533,-92.88429635,13066,109,0,12957,"Washington, Minnesota, US"
Minnesota,US,43.97823903,-94.61413846,798,4,0,794,"Watonwan, Minnesota, US"
Minnesota,US,46.35721532,-96.4684375,346,5,0,341,"Wilkin, Minnesota, US"
Minnesota,US,43.98772283,-91.78081305,2581,28,0,2553,"Winona, Minnesota, US"
Minnesota,US,45.17297924,-93.96234781,7024,36,0,6988,"Wright, Minnesota, US"
Minnesota,US,44.71710183,-95.86842453,593,11,0,582,"Yellow Medicine, Minnesota, US"
Mississippi,US,31.47669768,-91.35326037,1392,50,0,1342,"Adams, Mississippi, US"
Mississippi,US,34.88084463,-88.57996173,1482,28,0,1454,"Alcorn, Mississippi, US"
Mississippi,US,31.17467303,-90.80501621,527,14,0,513,"Amite, Mississippi, US"
Mississippi,US,33.08658803,-89.57838564,1112,34,0,1078,"Attala, Mississippi, US"
Mississippi,US,34.81681228,-89.18945516,490,17,0,473,"Benton, Mississippi, US"
Mississippi,US,33.79696941,-90.87372121,2408,84,0,2324,"Bolivar, Mississippi, US"
Mississippi,US,33.93683395,-89.33686647,737,13,0,724,"Calhoun, Mississippi, US"
Mississippi,US,33.44834567,-89.91994479,714,15,0,699,"Carroll, Mississippi, US"
Mississippi,US,33.91983202,-88.9481545,1069,32,0,1037,"Chickasaw, Mississippi, US"
Mississippi,US,33.34598242,-89.24809382,315,7,0,308,"Choctaw, Mississippi, US"
Mississippi,US,31.97061673,-90.90702196,579,16,0,563,"Claiborne, Mississippi, US"
Mississippi,US,32.04158545,-88.6889622,891,53,0,838,"Clarke, Mississippi, US"
Mississippi,US,33.65358105,-88.77784255,899,27,0,872,"Clay, Mississippi, US"
Mississippi,US,34.22772299,-90.60415045,1495,43,0,1452,"Coahoma, Mississippi, US"
Mississippi,US,31.86977774,-90.44565118,1604,40,0,1564,"Copiah, Mississippi, US"
Mississippi,US,31.63225413,-89.55389939,1209,38,0,1171,"Covington, Mississippi, US"
Mississippi,US,34.87625235,-89.99091418,9874,101,0,9773,"DeSoto, Mississippi, US"
Mississippi,US,31.18961454,-89.25832496,3750,86,0,3664,"Forrest, Mississippi, US"
Mississippi,US,31.47786634,-90.89672989,334,5,0,329,"Franklin, Mississippi, US"
Mississippi,US,30.86259065,-88.64436789,1235,24,0,1211,"George, Mississippi, US"
Mississippi,US,31.21444233,-88.63922281,597,22,0,575,"Greene, Mississippi, US"
Mississippi,US,33.77036166,-89.80245083,1388,45,0,1343,"Grenada, Mississippi, US"
Mississippi,US,30.41830223,-89.48851033,1176,39,0,1137,"Hancock, Mississippi, US"
Mississippi,US,30.51359752,-89.12467576,6982,110,0,6872,"Harrison, Mississippi, US"
Mississippi,US,32.2656285,-90.44435448,9821,198,0,9623,"Hinds, Mississippi, US"
Mississippi,US,33.12345854,-90.08923538,1278,61,0,1217,"Holmes, Mississippi, US"
Mississippi,US,33.12825718,-90.52252707,531,19,0,512,"Humphreys, Mississippi, US"
Mississippi,US,32.72531359,-90.97392828,114,4,0,110,"Issaquena, Mississippi, US"
Mississippi,US,34.27993475,-88.3606733,1511,34,0,1477,"Itawamba, Mississippi, US"
Mississippi,US,30.54020656,-88.64184064,6218,119,0,6099,"Jackson, Mississippi, US"
Mississippi,US,32.01922104,-89.11786866,817,22,0,795,"Jasper, Mississippi, US"
Mississippi,US,31.73397872,-91.03764977,347,11,0,336,"Jefferson, Mississippi, US"
Mississippi,US,31.56884708,-89.8267099,560,17,0,543,"Jefferson Davis, Mississippi, US"
Mississippi,US,31.62257767,-89.168969,3524,88,0,3436,"Jones, Mississippi, US"
Mississippi,US,32.75462946,-88.64105766,421,18,0,403,"Kemper, Mississippi, US"
Mississippi,US,34.35687874,-89.48490961,3197,49,0,3148,"Lafayette, Mississippi, US"
Mississippi,US,31.20572971,-89.5077704,2863,49,0,2814,"Lamar, Mississippi, US"
Mississippi,US,32.40419769,-88.66229662,3412,145,0,3267,"Lauderdale, Mississippi, US"
Mississippi,US,31.55147224,-90.10841127,707,14,0,693,"Lawrence, Mississippi, US"
Mississippi,US,32.7536828,-89.52402044,1332,43,0,1289,"Leake, Mississippi, US"
Mississippi,US,34.2918775,-88.68149954,4984,95,0,4889,"Lee, Mississippi, US"
Mississippi,US,33.55545125,-90.29900733,2034,90,0,1944,"Leflore, Mississippi, US"
Mississippi,US,31.53288662,-90.45391915,1878,65,0,1813,"Lincoln, Mississippi, US"
Mississippi,US,33.47386518,-88.4419153,2328,64,0,2264,"Lowndes, Mississippi, US"
Mississippi,US,32.63389156,-90.03513564,4711,106,0,4605,"Madison, Mississippi, US"
Mississippi,US,31.23132643,-89.8209217,1148,46,0,1102,"Marion, Mississippi, US"
Mississippi,US,34.76216286,-89.50299462,2119,50,0,2069,"Marshall, Mississippi, US"
Mississippi,US,33.89236763,-88.4808438,1960,77,0,1883,"Monroe, Mississippi, US"
Mississippi,US,33.49419589,-89.61729103,728,25,0,703,"Montgomery, Mississippi, US"
Mississippi,US,32.75339664,-89.11726492,2189,118,0,2071,"Neshoba, Mississippi, US"
Mississippi,US,32.40021118,-89.11843336,1042,29,0,1013,"Newton, Mississippi, US"
Mississippi,US,33.11009499,-88.56949061,700,17,0,683,"Noxubee, Mississippi, US"
Mississippi,US,33.42491685,-88.87905132,2435,62,0,2373,"Oktibbeha, Mississippi, US"
Mississippi,US,34.36398677,-89.95064249,2188,49,0,2139,"Panola, Mississippi, US"
Mississippi,US,30.77090935,-89.58677275,1494,67,0,1427,"Pearl River, Mississippi, US"
Mississippi,US,31.17161885,-88.99281835,658,26,0,632,"Perry, Mississippi, US"
Mississippi,US,31.17507789,-90.40392572,1609,58,0,1551,"Pike, Mississippi, US"
Mississippi,US,34.226046,-89.03636807,1991,28,0,1963,"Pontotoc, Mississippi, US"
Mississippi,US,34.61810501,-88.51986294,1437,30,0,1407,"Prentiss, Mississippi, US"
Mississippi,US,34.25157572,-90.28908,484,6,0,478,"Quitman, Mississippi, US"
Mississippi,US,32.26469147,-89.94537876,5417,102,0,5315,"Rankin, Mississippi, US"
Mississippi,US,32.4067041,-89.53789439,1518,29,0,1489,"Scott, Mississippi, US"
Mississippi,US,32.88149103,-90.8159538,308,17,0,291,"Sharkey, Mississippi, US"
Mississippi,US,31.91282117,-89.91716179,1463,53,0,1410,"Simpson, Mississippi, US"
Mississippi,US,32.01744532,-89.50644846,703,16,0,687,"Smith, Mississippi, US"
Mississippi,US,30.79187949,-89.11547539,752,14,0,738,"Stone, Mississippi, US"
Mississippi,US,33.60192578,-90.58882684,1910,55,0,1855,"Sunflower, Mississippi, US"
Mississippi,US,33.95339918,-90.1729398,967,27,0,940,"Tallahatchie, Mississippi, US"
Mississippi,US,34.65133709,-89.94485778,1669,51,0,1618,"Tate, Mississippi, US"
Mississippi,US,34.76872156,-88.90988194,1237,30,0,1207,"Tippah, Mississippi, US"
Mississippi,US,34.74023475,-88.23917219,1087,42,0,1045,"Tishomingo, Mississippi, US"
Mississippi,US,34.64967704,-90.37481167,602,19,0,583,"Tunica, Mississippi, US"
Mississippi,US,,,0,0,0,0,"Unassigned, Mississippi, US"
Mississippi,US,34.49162015,-89.00776006,1653,25,0,1628,"Union, Mississippi, US"
Mississippi,US,31.14971548,-90.10446654,760,28,0,732,"Walthall, Mississippi, US"
Mississippi,US,32.35810271,-90.83352619,1741,57,0,1684,"Warren, Mississippi, US"
Mississippi,US,33.28392041,-90.94196237,3153,107,0,3046,"Washington, Mississippi, US"
Mississippi,US,31.64135687,-88.69573913,1169,23,0,1146,"Wayne, Mississippi, US"
Mississippi,US,33.61300486,-89.28392912,423,14,0,409,"Webster, Mississippi, US"
Mississippi,US,31.16078225,-91.31018819,387,22,0,365,"Wilkinson, Mississippi, US"
Mississippi,US,33.08747908,-89.03391385,1200,24,0,1176,"Winston, Mississippi, US"
Mississippi,US,34.02824175,-89.7076205,705,27,0,678,"Yalobusha, Mississippi, US"
Mississippi,US,32.77890365,-90.39656148,1529,39,0,1490,"Yazoo, Mississippi, US"
Missouri,US,40.19058551,-92.60078167,1047,3,0,1044,"Adair, Missouri, US"
Missouri,US,39.98492163,-94.80163024,776,9,0,767,"Andrew, Missouri, US"
Missouri,US,40.43238737,-95.42970639,203,3,0,200,"Atchison, Missouri, US"
Missouri,US,39.215877,-91.84242683,1039,13,0,1026,"Audrain, Missouri, US"
Missouri,US,36.70978521,-93.82919888,1421,25,0,1396,"Barry, Missouri, US"
Missouri,US,37.50207671,-94.34757022,623,4,0,619,"Barton, Missouri, US"
Missouri,US,38.25271289,-94.34113157,528,9,0,519,"Bates, Missouri, US"
Missouri,US,38.29503305,-93.28756116,754,8,0,746,"Benton, Missouri, US"
Missouri,US,37.32449052,-90.02725304,792,8,0,784,"Bollinger, Missouri, US"
Missouri,US,38.99186229,-92.30723575,10100,23,0,10077,"Boone, Missouri, US"
Missouri,US,39.65816401,-94.80138942,4509,57,0,4452,"Buchanan, Missouri, US"
Missouri,US,36.71462476,-90.40421163,2098,9,0,2089,"Butler, Missouri, US"
Missouri,US,39.65620858,-93.98308093,374,2,0,372,"Caldwell, Missouri, US"
Missouri,US,38.83674754,-91.92186505,2739,8,0,2731,"Callaway, Missouri, US"
Missouri,US,38.02199522,-92.76083747,2401,45,0,2356,"Camden, Missouri, US"
Missouri,US,37.38489388,-89.6843587,4864,65,0,4799,"Cape Girardeau, Missouri, US"
Missouri,US,39.42762566,-93.50626255,413,6,0,407,"Carroll, Missouri, US"
Missouri,US,36.94160441,-90.96051322,287,5,0,282,"Carter, Missouri, US"
Missouri,US,38.64789422,-94.353399,3622,39,0,3583,"Cass, Missouri, US"
Missouri,US,37.72391475,-93.85445441,438,6,0,432,"Cedar, Missouri, US"
Missouri,US,39.51499357,-92.9629191,232,0,0,232,"Chariton, Missouri, US"
Missouri,US,36.9711783,-93.18537118,3643,23,0,3620,"Christian, Missouri, US"
Missouri,US,40.41040752,-91.73661677,294,3,0,291,"Clark, Missouri, US"
Missouri,US,39.31132056,-94.41850862,4438,68,0,4370,"Clay, Missouri, US"
Missouri,US,39.6013098,-94.40465394,853,44,0,809,"Clinton, Missouri, US"
Missouri,US,38.50455671,-92.27860244,6011,49,0,5962,"Cole, Missouri, US"
Missouri,US,38.844478,-92.80896081,1138,7,0,1131,"Cooper, Missouri, US"
Missouri,US,37.97663738,-91.30528104,1154,12,0,1142,"Crawford, Missouri, US"
Missouri,US,37.431814,-93.8503345,284,6,0,278,"Dade, Missouri, US"
Missouri,US,37.6811355,-93.02127031,589,9,0,580,"Dallas, Missouri, US"
Missouri,US,39.96145298,-93.98519678,326,8,0,318,"Daviess, Missouri, US"
Missouri,US,39.89201062,-94.40476508,566,10,0,556,"DeKalb, Missouri, US"
Missouri,US,37.60663134,-91.50790473,496,4,0,492,"Dent, Missouri, US"
Missouri,US,36.9325593,-92.49905109,416,15,0,401,"Douglas, Missouri, US"
Missouri,US,36.27167174,-90.09122243,1662,14,0,1648,"Dunklin, Missouri, US"
Missouri,US,38.41127108,-91.07522826,4676,72,0,4604,"Franklin, Missouri, US"
Missouri,US,38.43947277,-91.50847147,447,24,0,423,"Gasconade, Missouri, US"
Missouri,US,40.21097916,-94.40944419,399,11,0,388,"Gentry, Missouri, US"
Missouri,US,37.2575872,-93.34230916,13475,173,0,13302,"Greene, Missouri, US"
Missouri,US,40.11406587,-93.56509276,498,14,0,484,"Grundy, Missouri, US"
Missouri,US,40.35570088,-93.99222144,386,2,0,384,"Harrison, Missouri, US"
Missouri,US,38.38482826,-93.79293734,1055,10,0,1045,"Henry, Missouri, US"
Missouri,US,37.94163617,-93.3203037,360,6,0,354,"Hickory, Missouri, US"
Missouri,US,40.09799248,-95.2163888,258,3,0,255,"Holt, Missouri, US"
Missouri,US,39.1435761,-92.69756691,480,2,0,478,"Howard, Missouri, US"
Missouri,US,36.77383887,-91.88683935,1567,28,0,1539,"Howell, Missouri, US"
Missouri,US,37.55487945,-90.7735296,227,0,0,227,"Iron, Missouri, US"
Missouri,US,39.01002188,-94.34724536,16601,176,0,16425,"Jackson, Missouri, US"
Missouri,US,37.20351921,-94.34050458,8081,106,0,7975,"Jasper, Missouri, US"
Missouri,US,38.25926778,-90.53870896,10593,103,0,10490,"Jefferson, Missouri, US"
Missouri,US,38.74719601,-93.80691168,2450,15,0,2435,"Johnson, Missouri, US"
Missouri,US,39.0997,-94.5786,22420,280,0,22140,"Kansas City, Missouri, US"
Missouri,US,40.12699751,-92.14780832,133,1,0,132,"Knox, Missouri, US"
Missouri,US,37.65896829,-92.5888493,1752,30,0,1722,"Laclede, Missouri, US"
Missouri,US,39.06986886,-93.78076396,1477,29,0,1448,"Lafayette, Missouri, US"
Missouri,US,37.10626634,-93.83293097,1858,37,0,1821,"Lawrence, Missouri, US"
Missouri,US,40.09673161,-91.72070156,426,2,0,424,"Lewis, Missouri, US"
Missouri,US,39.05345619,-90.95588181,2363,9,0,2354,"Lincoln, Missouri, US"
Missouri,US,39.87001769,-93.10704106,309,9,0,300,"Linn, Missouri, US"
Missouri,US,39.78110272,-93.54645978,762,13,0,749,"Livingston, Missouri, US"
Missouri,US,39.83049768,-92.56453089,652,3,0,649,"Macon, Missouri, US"
Missouri,US,37.47865134,-90.3467143,850,7,0,843,"Madison, Missouri, US"
Missouri,US,38.16193985,-91.92249662,354,3,0,351,"Maries, Missouri, US"
Missouri,US,39.80601912,-91.62203062,1715,16,0,1699,"Marion, Missouri, US"
Missouri,US,36.62869595,-94.34867205,1392,16,0,1376,"McDonald, Missouri, US"
Missouri,US,40.42212303,-93.5682959,83,1,0,82,"Mercer, Missouri, US"
Missouri,US,38.21450288,-92.42610898,1466,24,0,1442,"Miller, Missouri, US"
Missouri,US,36.82516239,-89.29505753,835,6,0,829,"Mississippi, Missouri, US"
Missouri,US,38.63571781,-92.57976951,1197,15,0,1182,"Moniteau, Missouri, US"
Missouri,US,39.49593978,-92.00043978,372,3,0,369,"Monroe, Missouri, US"
Missouri,US,38.94022054,-91.47000721,332,5,0,327,"Montgomery, Missouri, US"
Missouri,US,38.4181765,-92.88791859,1043,12,0,1031,"Morgan, Missouri, US"
Missouri,US,36.59666326,-89.66070007,1314,23,0,1291,"New Madrid, Missouri, US"
Missouri,US,36.90519407,-94.3394104,2945,38,0,2907,"Newton, Missouri, US"
Missouri,US,40.36079813,-94.88133008,1937,12,0,1925,"Nodaway, Missouri, US"
Missouri,US,36.68710164,-91.4033755,363,0,0,363,"Oregon, Missouri, US"
Missouri,US,38.46036182,-91.8613635,912,3,0,909,"Osage, Missouri, US"
Missouri,US,36.64916339,-92.44459066,284,2,0,282,"Ozark, Missouri, US"
Missouri,US,36.2130572,-89.78742322,1061,16,0,1045,"Pemiscot, Missouri, US"
Missouri,US,37.70660776,-89.82741088,1509,12,0,1497,"Perry, Missouri, US"
Missouri,US,38.72798918,-93.28471706,2648,32,0,2616,"Pettis, Missouri, US"
Missouri,US,37.87736118,-91.79351727,1672,42,0,1630,"Phelps, Missouri, US"
Missouri,US,39.34310674,-91.16980779,871,8,0,863,"Pike, Missouri, US"
Missouri,US,39.38154439,-94.77068479,1599,17,0,1582,"Platte, Missouri, US"
Missouri,US,37.6162296,-93.39828174,1357,12,0,1345,"Polk, Missouri, US"
Missouri,US,37.82462075,-92.20783203,1559,17,0,1542,"Pulaski, Missouri, US"
Missouri,US,40.47942497,-93.02042674,143,1,0,142,"Putnam, Missouri, US"
Missouri,US,39.52817427,-91.51838643,450,1,0,449,"Ralls, Missouri, US"
Missouri,US,39.44007257,-92.4971374,1170,5,0,1165,"Randolph, Missouri, US"
Missouri,US,39.3537468,-93.98905745,659,4,0,655,"Ray, Missouri, US"
Missouri,US,37.36085952,-90.97009925,174,2,0,172,"Reynolds, Missouri, US"
Missouri,US,36.65460667,-90.85990261,497,7,0,490,"Ripley, Missouri, US"
Missouri,US,39.13734288,-93.20259964,1551,12,0,1539,"Saline, Missouri, US"
Missouri,US,40.46921489,-92.52311943,128,1,0,127,"Schuyler, Missouri, US"
Missouri,US,40.45214695,-92.14709064,181,1,0,180,"Scotland, Missouri, US"
Missouri,US,37.05588075,-89.56474493,2569,37,0,2532,"Scott, Missouri, US"
Missouri,US,37.15772072,-91.40190382,333,9,0,324,"Shannon, Missouri, US"
Missouri,US,39.79742518,-92.07634971,196,1,0,195,"Shelby, Missouri, US"
Missouri,US,38.77875681,-90.66662425,19262,212,0,19050,"St. Charles, Missouri, US"
Missouri,US,38.03699437,-93.77631447,317,1,0,316,"St. Clair, Missouri, US"
Missouri,US,37.81214171,-90.47598685,4939,44,0,4895,"St. Francois, Missouri, US"
Missouri,US,38.6377004,-90.4458375,49567,976,0,48591,"St. Louis, Missouri, US"
Missouri,US,38.63555736,-90.24349225,12534,238,0,12296,"St. Louis City, Missouri, US"
Missouri,US,37.89090059,-90.1949941,1033,2,0,1031,"Ste. Genevieve, Missouri, US"
Missouri,US,36.85571651,-89.9444155,1585,20,0,1565,"Stoddard, Missouri, US"
Missouri,US,36.75000327,-93.45256475,1151,16,0,1135,"Stone, Missouri, US"
Missouri,US,40.2099105,-93.11150106,555,6,0,549,"Sullivan, Missouri, US"
Missouri,US,36.65465345,-93.04075153,2757,40,0,2717,"Taney, Missouri, US"
Missouri,US,37.31728859,-91.96564727,941,8,0,933,"Texas, Missouri, US"
Missouri,US,,,0,0,0,0,"Unassigned, Missouri, US"
Missouri,US,37.8457799,-94.34127305,649,6,0,643,"Vernon, Missouri, US"
Missouri,US,38.76529479,-91.16124662,1171,2,0,1169,"Warren, Missouri, US"
Missouri,US,37.96130078,-90.87948158,1396,23,0,1373,"Washington, Missouri, US"
Missouri,US,37.11303869,-90.46001416,481,3,0,478,"Wayne, Missouri, US"
Missouri,US,37.2813734,-92.876329,1779,24,0,1755,"Webster, Missouri, US"
Missouri,US,40.47945588,-94.42328751,68,0,0,68,"Worth, Missouri, US"
Missouri,US,37.27029221,-92.46914488,755,14,0,741,"Wright, Missouri, US"
Montana,US,45.13434354,-112.8984694,563,3,0,560,"Beaverhead, Montana, US"
Montana,US,45.42335905,-107.492347,1781,50,0,1731,"Big Horn, Montana, US"
Montana,US,48.43175214,-108.9582723,513,18,0,495,"Blaine, Montana, US"
Montana,US,46.33277565,-111.4955813,187,1,0,186,"Broadwater, Montana, US"
Montana,US,45.22850116,-109.0274047,575,6,0,569,"Carbon, Montana, US"
Montana,US,45.5197966,-104.5395536,110,3,0,107,"Carter, Montana, US"
Montana,US,47.30797024,-111.3467922,4770,72,0,4698,"Cascade, Montana, US"
Montana,US,47.88084126,-110.4353362,271,3,0,268,"Chouteau, Montana, US"
Montana,US,46.25319932,-105.5737526,701,6,0,695,"Custer, Montana, US"
Montana,US,48.78420029,-105.5476343,110,4,0,106,"Daniels, Montana, US"
Montana,US,47.26584855,-104.8944417,613,8,0,605,"Dawson, Montana, US"
Montana,US,46.05953325,-113.073353,698,10,0,688,"Deer Lodge, Montana, US"
Montana,US,46.33478338,-104.4183565,238,1,0,237,"Fallon, Montana, US"
Montana,US,47.26331584,-109.2245206,572,2,0,570,"Fergus, Montana, US"
Montana,US,48.29575866,-114.0520569,6458,39,0,6419,"Flathead, Montana, US"
Montana,US,45.54486106,-111.1692571,7189,19,0,7170,"Gallatin, Montana, US"
Montana,US,47.27545948,-107.0002351,64,2,0,62,"Garfield, Montana, US"
Montana,US,48.70513576,-112.9934235,1164,19,0,1145,"Glacier, Montana, US"
Montana,US,46.3816474,-109.1768522,24,0,0,24,"Golden Valley, Montana, US"
Montana,US,46.4060522,-113.4414186,126,1,0,125,"Granite, Montana, US"
Montana,US,48.62879827,-110.1129252,1305,27,0,1278,"Hill, Montana, US"
Montana,US,46.14907081,-112.094396,465,0,0,465,"Jefferson, Montana, US"
Montana,US,47.04581276,-110.2660688,50,0,0,50,"Judith Basin, Montana, US"
Montana,US,47.64514965,-114.0898013,993,13,0,980,"Lake, Montana, US"
Montana,US,47.12610041,-112.394698,2652,11,0,2641,"Lewis and Clark, Montana, US"
